id,skill_id,lv,name,intro,intro2,intro3,img_id,skill_performance_id,type,talent_id,skill_action_id,group_id,group_step,next_time,charge,category,arng,target_camp,special_type,special_type_param,cd_time,var_1_effect,var_2_effect,var_3_effect,effect_delay,effect_times,mutieffect_time,target_range,target_angle,target_area,target_width,run_away_del,deviation_x,deviation_z,deviation_rotation,group_auto
"94","500501","1","刀光闪烁","李龙起手招式，能连续使用挥出两道森冷的刀光。","[DD9B0F]朝前横劈，造成225点伤害，朝前竖劈，造成288点伤害。[-]","","500501","10610","2","0","10601","500501","1","3000","0","4","3","2","0","0","8000","700501","0","0","130","1","0","4.0","270.0","0.0","0.0","0","0.0","0.0","0.0","0"
"95","500501","2","刀光闪烁","李龙起手招式，能连续使用挥出两道森冷的刀光。","[DD9B0F]朝前横劈，造成270点伤害，朝前竖劈，造成345点伤害。[-]","","500501","10610","2","0","10601","500501","1","3000","0","4","3","2","0","0","8000","700501","0","0","130","1","0","4.0","270.0","0.0","0.0","0","0.0","0.0","0.0","0"
"96","500501","3","刀光闪烁","李龙起手招式，能连续使用挥出两道森冷的刀光。","[DD9B0F]朝前横劈，造成315点伤害，朝前竖劈，造成402点伤害。[-]","","500501","10610","2","0","10601","500501","1","3000","0","4","3","2","0","0","8000","700501","0","0","130","1","0","4.0","270.0","0.0","0.0","0","0.0","0.0","0.0","0"
"97","500501","4","刀光闪烁","李龙起手招式，能连续使用挥出两道森冷的刀光。","[DD9B0F]朝前横劈，造成360点伤害，朝前竖劈，造成460点伤害。[-]","","500501","10610","2","0","10601","500501","1","3000","0","4","3","2","0","0","8000","700501","0","0","130","1","0","4.0","270.0","0.0","0.0","0","0.0","0.0","0.0","0"
"98","500502","1","剑气纵横","李龙成名招式，激发出一道贯穿性剑气，所向披靡。","[DD9B0F]对直线范围内的敌人，造成265点伤害。[-]","","500502","10620","2","0","10603","0","0","0","0","2","7","2","0","0","11000","700502","0","0","0","1","0","15.0","0.0","0.0","3.0","0","0.0","0.0","0.0","0"
"99","500502","2","剑气纵横","李龙成名招式，激发出一道贯穿性剑气，所向披靡。","[DD9B0F]对直线范围内的敌人，造成291点伤害。[-]","","500502","10620","2","0","10603","0","0","0","0","2","7","2","0","0","11000","700502","0","0","0","1","0","15.0","0.0","0.0","3.0","0","0.0","0.0","0.0","0"
"100","500502","3","剑气纵横","李龙成名招式，激发出一道贯穿性剑气，所向披靡。","[DD9B0F]对直线范围内的敌人，造成318点伤害。[-]","","500502","10620","2","0","10603","0","0","0","0","2","7","2","0","0","11000","700502","0","0","0","1","0","15.0","0.0","0.0","3.0","0","0.0","0.0","0.0","0"
"101","500502","4","剑气纵横","李龙成名招式，激发出一道贯穿性剑气，所向披靡。","[DD9B0F]对直线范围内的敌人，造成345点伤害。[-]","","500502","10620","2","0","10603","0","0","0","0","2","7","2","0","0","11000","700502","0","0","0","1","0","15.0","0.0","0.0","3.0","0","0.0","0.0","0.0","0"
"102","500503","1","以杀止杀","击杀敌人后，减少所有技能CD时间。","[DD9B0F]减少所有技能CD时间，减少4秒。[-]","","500503","0","0","530509","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"103","500503","2","以杀止杀","击杀敌人后，减少所有技能CD时间。","[DD9B0F]减少所有技能CD时间，减少4.5秒。[-]","","500503","0","0","530509","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"104","500503","3","以杀止杀","击杀敌人后，减少所有技能CD时间。","[DD9B0F]减少所有技能CD时间，减少5秒。[-]","","500503","0","0","530509","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"105","500503","4","以杀止杀","击杀敌人后，减少所有技能CD时间。","[DD9B0F]减少所有技能CD时间，减少5.5秒。[-]","","500503","0","0","530509","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"106","500504","1","魅影绝杀","瞬间往前劈刀冲刺，对路径上的敌人造成伤害。","[DD9B0F]往前冲刺7米，并造成215点伤害。[-]","","500504","32161","2","0","10604","0","0","0","1","0","0","0","0","0","11000","700504","700506","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"107","500504","2","魅影绝杀","瞬间往前劈刀冲刺，对路径上的敌人造成伤害。","[DD9B0F]往前冲刺7米，并造成258点伤害。[-]","","500504","32161","2","0","10604","0","0","0","1","0","0","0","0","0","11000","700504","700506","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"108","500504","3","魅影绝杀","瞬间往前劈刀冲刺，对路径上的敌人造成伤害。","[DD9B0F]往前冲刺7米，并造成301点伤害。[-]","","500504","32161","2","0","10604","0","0","0","1","0","0","0","0","0","11000","700504","700506","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"109","500504","4","魅影绝杀","瞬间往前劈刀冲刺，对路径上的敌人造成伤害。","[DD9B0F]往前冲刺7米，并造成344点伤害。[-]","","500504","32161","2","0","10604","0","0","0","1","0","0","0","0","0","11000","700504","700506","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"110","500505","1","刀光闪烁","手动连招2","[DD9B0F]朝前横劈，造成224点伤害，朝前直劈，造成318点伤害。[-]","","500501","10610","2","0","10602","500501","2","0","0","4","3","2","0","0","11000","700505","0","0","130","1","0","4.0","270.0","0.0","0.0","0","0.0","0.0","0.0","0"
"111","500505","2","刀光闪烁","手动连招2","[DD9B0F]朝前横劈，造成264点伤害，朝前直劈，造成368点伤害。[-]","","500501","10610","2","0","10602","500501","2","0","0","4","3","2","0","0","11000","700505","0","0","130","1","0","4.0","270.0","0.0","0.0","0","0.0","0.0","0.0","0"
"112","500505","3","刀光闪烁","手动连招2","[DD9B0F]朝前横劈，造成304点伤害，朝前直劈，造成418点伤害。[-]","","500501","10610","2","0","10602","500501","2","0","0","4","3","2","0","0","11000","700505","0","0","130","1","0","4.0","270.0","0.0","0.0","0","0.0","0.0","0.0","0"
"113","500505","4","刀光闪烁","手动连招2","[DD9B0F]朝前横劈，造成344点伤害，朝前直劈，造成468点伤害。[-]","","500501","10610","2","0","10602","500501","2","0","0","4","3","2","0","0","11000","700505","0","0","130","1","0","4.0","270.0","0.0","0.0","0","0.0","0.0","0.0","0"
"114","500601","1","蜘蛛地雷","凯瑟琳研制了一种陷阱，别靠近她！","[DD9B0F]在脚下放置一颗蜘蛛地雷，蜘蛛地雷爆炸造成235点伤害。最多存在5个。[-]","","500601","10710","2","0","10701","0","0","0","2","0","0","0","0","0","7000","700601","0","0","100","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"115","500601","2","蜘蛛地雷","凯瑟琳研制了一种陷阱，别靠近她！","[DD9B0F]在脚下放置一颗蜘蛛地雷，蜘蛛地雷爆炸造成282点伤害。最多存在5个。[-]","","500601","10710","2","0","10701","0","0","0","2","0","0","0","0","0","7000","700601","0","0","100","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"116","500601","3","蜘蛛地雷","凯瑟琳研制了一种陷阱，别靠近她！","[DD9B0F]在脚下放置一颗蜘蛛地雷，蜘蛛地雷爆炸造成329点伤害。最多存在5个。[-]","","500601","10710","2","0","10701","0","0","0","2","0","0","0","0","0","7000","700601","0","0","100","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"117","500601","4","蜘蛛地雷","凯瑟琳研制了一种陷阱，别靠近她！","[DD9B0F]在脚下放置一颗蜘蛛地雷，蜘蛛地雷爆炸造成376点伤害。最多存在5个。[-]","","500601","10710","2","0","10701","0","0","0","2","0","0","0","0","0","7000","700601","0","0","100","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"118","500602","1","小瑟炮台","凯瑟琳自主研发的小型炮台，别看它个头小，火力很猛。","[DD9B0F]在前方召唤出一个炮塔，最多存在2个。[-]","","500602","10720","2","0","10702","0","0","0","0","0","0","0","0","0","10000","700602","0","0","200","1","0","0.0","0.0","0.0","0.0","0","0.0","3.0","0.0","0"
"119","500602","2","小瑟炮台","凯瑟琳自主研发的小型炮台，别看它个头小，火力很猛。","[DD9B0F]在前方召唤出一个炮塔，最多存在2个。[-]","","500602","10720","2","0","10702","0","0","0","0","0","0","0","0","0","9000","700602","0","0","200","1","0","0.0","0.0","0.0","0.0","0","0.0","3.0","0.0","0"
"120","500602","3","小瑟炮台","凯瑟琳自主研发的小型炮台，别看它个头小，火力很猛。","[DD9B0F]在前方召唤出一个炮塔，最多存在2个。[-]","","500602","10720","2","0","10702","0","0","0","0","0","0","0","0","0","8000","700602","0","0","200","1","0","0.0","0.0","0.0","0.0","0","0.0","3.0","0.0","0"
"121","500602","4","小瑟炮台","凯瑟琳自主研发的小型炮台，别看它个头小，火力很猛。","[DD9B0F]在前方召唤出一个炮塔，最多存在2个。[-]","","500602","10720","2","0","10702","0","0","0","0","0","0","0","0","0","7000","700602","0","0","200","1","0","0.0","0.0","0.0","0.0","0","0.0","3.0","0.0","0"
"122","500603","1","手雷达人","每隔一段时间，自动随机获得一个手雷。","[DD9B0F]间隔10秒，获得一个高爆手雷。[-]","","500603","0","0","530609","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"123","500603","2","手雷达人","每隔一段时间，自动随机获得一个手雷。","[DD9B0F]间隔9秒，获得一个高爆手雷。[-]","","500603","0","0","530609","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"124","500603","3","手雷达人","每隔一段时间，自动随机获得一个手雷。","[DD9B0F]间隔8秒，获得一个高爆手雷。[-]","","500603","0","0","530609","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"125","500603","4","手雷达人","每隔一段时间，自动随机获得一个手雷。","[DD9B0F]间隔7秒，获得一个高爆手雷。[-]","","500603","0","0","530609","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"126","500604","1","躲猫猫","凯瑟琳可是躲猫猫达人喔！","[DD9B0F]隐身并增加移动速度15%，持续3秒。[-]","","500604","32141","2","0","10703","0","0","0","1","0","0","0","0","0","10000","700604","700606","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"127","500604","2","躲猫猫","凯瑟琳可是躲猫猫达人喔！","[DD9B0F]隐身并增加移动速度18%，持续3秒。[-]","","500604","32141","2","0","10703","0","0","0","1","0","0","0","0","0","10000","700604","700606","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"128","500604","3","躲猫猫","凯瑟琳可是躲猫猫达人喔！","[DD9B0F]隐身并增加移动速度21%，持续3秒。[-]","","500604","32141","2","0","10703","0","0","0","1","0","0","0","0","0","10000","700604","700606","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"129","500604","4","躲猫猫","凯瑟琳可是躲猫猫达人喔！","[DD9B0F]隐身并增加移动速度24%，持续3秒。[-]","","500604","32141","2","0","10703","0","0","0","1","0","0","0","0","0","10000","700604","700606","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"130","500605","1","地雷爆炸","触发器技能","","","0","10730","0","0","0","0","0","0","0","0","4","2","0","0","0","700605","0","0","0","1","0","0.0","0.0","5.0","0.0","0","0.0","0.0","0.0","0"
"131","500605","2","地雷爆炸","触发器技能","","","0","10730","0","0","0","0","0","0","0","0","4","2","0","0","0","700605","0","0","0","1","0","0.0","0.0","5.0","0.0","0","0.0","0.0","0.0","0"
"132","500605","3","地雷爆炸","触发器技能","","","0","10730","0","0","0","0","0","0","0","0","4","2","0","0","0","700605","0","0","0","1","0","0.0","0.0","5.0","0.0","0","0.0","0.0","0.0","0"
"133","500605","4","地雷爆炸","触发器技能","","","0","10730","0","0","0","0","0","0","0","0","4","2","0","0","0","700605","0","0","0","1","0","0.0","0.0","5.0","0.0","0","0.0","0.0","0.0","0"
"134","500701","1","M28火箭炮","火箭炮的猛烈轰炸，是所有敌人的噩梦。","[DD9B0F]直线攻击，对目标造成400点伤害。[-]","","500701","10810","2","0","10801","0","0","0","0","2","7","2","0","0","14000","700701","0","0","0","1","0","17.0","0.0","4.0","2.0","0","0.0","0.0","0.0","0"
"135","500701","2","M28火箭炮","火箭炮的猛烈轰炸，是所有敌人的噩梦。","[DD9B0F]直线攻击，对目标造成480点伤害。[-]","","500701","10810","2","0","10801","0","0","0","0","2","7","2","0","0","14000","700701","0","0","0","1","0","17.0","0.0","4.0","2.0","0","0.0","0.0","0.0","0"
"136","500701","3","M28火箭炮","火箭炮的猛烈轰炸，是所有敌人的噩梦。","[DD9B0F]直线攻击，对目标造成560点伤害。[-]","","500701","10810","2","0","10801","0","0","0","0","2","7","2","0","0","14000","700701","0","0","0","1","0","17.0","0.0","4.0","2.0","0","0.0","0.0","0.0","0"
"137","500701","4","M28火箭炮","火箭炮的猛烈轰炸，是所有敌人的噩梦。","[DD9B0F]直线攻击，对目标造成640点伤害。[-]","","500701","10810","2","0","10801","0","0","0","0","2","7","2","0","0","14000","700701","0","0","0","1","0","17.0","0.0","4.0","2.0","0","0.0","0.0","0.0","0"
"138","500702","1","千里抓钩","任何人都别想逃脱比尔的追击。","[DD9B0F]将面前区域敌人抓至面前，并眩晕敌人1秒。[-]","","500702","10820","2","0","10802","0","0","0","0","4","3","2","0","0","12000","700702","700705","0","300","1","0","7.0","30.0","0.0","0.0","0","0.0","0.3","0.0","0"
"139","500702","2","千里抓钩","任何人都别想逃脱比尔的追击。","[DD9B0F]将面前区域敌人抓至面前，并眩晕敌人1秒。[-]","","500702","10820","2","0","10802","0","0","0","0","4","3","2","0","0","11000","700702","700705","0","300","1","0","7.0","30.0","0.0","0.0","0","0.0","0.3","0.0","0"
"140","500702","3","千里抓钩","任何人都别想逃脱比尔的追击。","[DD9B0F]将面前区域敌人抓至面前，并眩晕敌人1秒。[-]","","500702","10820","2","0","10802","0","0","0","0","4","3","2","0","0","10000","700702","700705","0","300","1","0","7.0","30.0","0.0","0.0","0","0.0","0.3","0.0","0"
"141","500702","4","千里抓钩","任何人都别想逃脱比尔的追击。","[DD9B0F]将面前区域敌人抓至面前，并眩晕敌人1秒。[-]","","500702","10820","2","0","10802","0","0","0","0","4","3","2","0","0","9000","700702","700705","0","300","1","0","7.0","30.0","0.0","0.0","0","0.0","0.3","0.0","0"
"142","500703","1","绝技大师","技能命中敌人，可获得一个临时护盾。","[DD9B0F]获得一个吸收48点伤害的临时护盾，持续4秒。[-]","","500703","0","0","530709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"143","500703","2","绝技大师","技能命中敌人，可获得一个临时护盾。","[DD9B0F]获得一个吸收56点伤害的临时护盾，持续4秒。[-]","","500703","0","0","530709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"144","500703","3","绝技大师","技能命中敌人，可获得一个临时护盾。","[DD9B0F]获得一个吸收64点伤害的临时护盾，持续4秒。[-]","","500703","0","0","530709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"145","500703","4","绝技大师","技能命中敌人，可获得一个临时护盾。","[DD9B0F]获得一个吸收72点伤害的临时护盾，持续4秒。[-]","","500703","0","0","530709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"146","500704","1","突进","往正前方快速突进，并获得一个护盾。","[DD9B0F]护盾吸收伤害50点，持续5秒。[-]","","500704","32151","2","0","10803","0","0","0","0","0","0","0","0","0","11000","700704","700706","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"147","500704","2","突进","往正前方快速突进，并获得一个护盾。","[DD9B0F]护盾吸收伤害60点，持续5秒。[-]","","500704","32151","2","0","10803","0","0","0","0","0","0","0","0","0","11000","700704","700706","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"148","500704","3","突进","往正前方快速突进，并获得一个护盾。","[DD9B0F]护盾吸收伤害70点，持续5秒。[-]","","500704","32151","2","0","10803","0","0","0","0","0","0","0","0","0","11000","700704","700706","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"149","500704","4","突进","往正前方快速突进，并获得一个护盾。","[DD9B0F]护盾吸收伤害80点，持续5秒。[-]","","500704","32151","2","0","10803","0","0","0","0","0","0","0","0","0","11000","700704","700706","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"150","500801","1","沙漠风暴","被沙漠之子盯上的人，就别想逃脱了。","[DD9B0F]范围内敌人受到干扰无法进行普通攻击，并减速40%，持续5秒。[-]","","500801","10910","2","0","10901","0","0","0","0","3","8","2","0","0","12000","700801","0","0","0","1","0","7.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"151","500801","2","沙漠风暴","被沙漠之子盯上的人，就别想逃脱了。","[DD9B0F]范围内敌人受到干扰无法进行普通攻击，并减速43%，持续5秒。[-]","","500801","10910","2","0","10901","0","0","0","0","3","8","2","0","0","12000","700801","0","0","0","1","0","7.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"152","500801","3","沙漠风暴","被沙漠之子盯上的人，就别想逃脱了。","[DD9B0F]范围内敌人受到干扰无法进行普通攻击，并减速46%，持续5秒。[-]","","500801","10910","2","0","10901","0","0","0","0","3","8","2","0","0","12000","700801","0","0","0","1","0","7.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"153","500801","4","沙漠风暴","被沙漠之子盯上的人，就别想逃脱了。","[DD9B0F]范围内敌人受到干扰无法进行普通攻击，并减速50%，持续5秒。[-]","","500801","10910","2","0","10901","0","0","0","0","3","8","2","0","0","12000","700801","0","0","0","1","0","7.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"154","500802","1","引力吞噬","投掷出一个引力弹，爆开后可将周围敌人全部拉扯过来。","[DD9B0F]将范围内敌人全部拉扯到指定位置,并造成205点伤害。[-]","","500802","10920","2","0","10902","0","0","0","0","3","8","2","0","0","10000","700802","700807","0","0","1","0","7.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"155","500802","2","引力吞噬","投掷出一个引力弹，爆开后可将周围敌人全部拉扯过来。","[DD9B0F]将范围内敌人全部拉扯到指定位置，并造成246点伤害。[-]","","500802","10920","2","0","10902","0","0","0","0","3","8","2","0","0","10000","700802","700807","0","0","1","0","7.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"156","500802","3","引力吞噬","投掷出一个引力弹，爆开后可将周围敌人全部拉扯过来。","[DD9B0F]将范围内敌人全部拉扯到指定位置，并造成287点伤害。[-]","","500802","10920","2","0","10902","0","0","0","0","3","8","2","0","0","10000","700802","700807","0","0","1","0","7.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"157","500802","4","引力吞噬","投掷出一个引力弹，爆开后可将周围敌人全部拉扯过来。","[DD9B0F]将范围内敌人全部拉扯到指定位置，并造成328点伤害。[-]","","500802","10920","2","0","10902","0","0","0","0","3","8","2","0","0","10000","700802","700807","0","0","1","0","7.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"158","500803","1","战场加速","拥有持续加速光环，提高周围所有友军的枪械射速。","[DD9B0F]可提高5%的射速。[-]","","500803","0","0","530809","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"159","500803","2","战场加速","拥有持续加速光环，提高周围所有友军的枪械射速。","[DD9B0F]可提高7%的射速。[-]","","500803","0","0","530809","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"160","500803","3","战场加速","拥有持续加速光环，提高周围所有友军的枪械射速。","[DD9B0F]可提高9%的射速。[-]","","500803","0","0","530809","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"161","500803","4","战场加速","拥有持续加速光环，提高周围所有友军的枪械射速。","[DD9B0F]可提高11%的射速。[-]","","500803","0","0","530809","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"162","500804","1","信仰之跃","往正前方快速跳跃，落地后对周围敌方造成减速效果。","[DD9B0F]往正前方跳跃，并降低周围敌方10%移动速度[-]","","500804","32181","2","0","10903","500804","1","500","0","0","0","0","0","0","9000","700804","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","1"
"163","500804","2","信仰之跃","往正前方快速跳跃，落地后对周围敌方造成减速效果。","[DD9B0F]往正前方跳跃，并降低周围敌方13%移动速度[-]","","500804","32181","2","0","10903","500804","1","500","0","0","0","0","0","0","9000","700804","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","1"
"164","500804","3","信仰之跃","往正前方快速跳跃，落地后对周围敌方造成减速效果。","[DD9B0F]往正前方跳跃，并降低周围敌方16%移动速度[-]","","500804","32181","2","0","10903","500804","1","500","0","0","0","0","0","0","9000","700804","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","1"
"165","500804","4","信仰之跃","往正前方快速跳跃，落地后对周围敌方造成减速效果。","[DD9B0F]往正前方跳跃，并降低周围敌方20%移动速度[-]","","500804","32181","2","0","10903","500804","1","500","0","0","0","0","0","0","9000","700804","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","1"
"166","500805","1","沙漠风暴","触发器技能","","","500801","10930","0","0","0","0","0","0","0","0","4","2","0","0","0","700805","700806","0","0","0","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"167","500805","2","沙漠风暴","触发器技能","","","500801","10930","0","0","0","0","0","0","0","0","4","2","0","0","0","700805","700806","0","0","0","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"168","500805","3","沙漠风暴","触发器技能","","","500801","10930","0","0","0","0","0","0","0","0","4","2","0","0","0","700805","700806","0","0","0","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"169","500805","4","沙漠风暴","触发器技能","","","500801","10930","0","0","0","0","0","0","0","0","4","2","0","0","0","700805","700806","0","0","0","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"174","500807","1","信仰之跃","减速","","","500804","10220","2","0","10904","500804","2","0","0","0","4","2","0","0","0","700808","0","0","100","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","1"
"175","500807","2","信仰之跃","减速","","","500804","10220","2","0","10904","500804","2","0","0","0","4","2","0","0","0","700808","0","0","100","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","1"
"176","500807","3","信仰之跃","减速","","","500804","10220","2","0","10904","500804","2","0","0","0","4","2","0","0","0","700808","0","0","100","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","1"
"177","500807","4","信仰之跃","减速","","","500804","10220","2","0","10904","500804","2","0","0","0","4","2","0","0","0","700808","0","0","100","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","1"
"178","500901","1","穿梭直射","朝选定方向直线射击，期间可以进行位置移动，但方向会锁定","[DD9B0F]朝正前方射击30次，每次造成44点伤害。[-]","","500901","11010","2","0","11001","0","0","0","0","2","9","2","0","0","10000","700901","0","0","0","30","100","15.0","0.0","0.0","0.1","0","0.0","0.0","0.0","0"
"179","500901","2","穿梭直射","朝选定方向直线射击，期间可以进行位置移动，但方向会锁定","[DD9B0F]朝正前方射击30次，每次造成50点伤害。[-]","","500901","11010","2","0","11001","0","0","0","0","2","9","2","0","0","10000","700901","0","0","0","30","100","15.0","0.0","0.0","0.1","0","0.0","0.0","0.0","0"
"180","500901","3","穿梭直射","朝选定方向直线射击，期间可以进行位置移动，但方向会锁定","[DD9B0F]朝正前方射击30次，每次造成56点伤害。[-]","","500901","11010","2","0","11001","0","0","0","0","2","9","2","0","0","10000","700901","0","0","0","30","100","15.0","0.0","0.0","0.1","0","0.0","0.0","0.0","0"
"181","500901","4","穿梭直射","朝选定方向直线射击，期间可以进行位置移动，但方向会锁定","[DD9B0F]朝正前方射击30次，每次造成62点伤害。[-]","","500901","11010","2","0","11001","0","0","0","0","2","9","2","0","0","10000","700901","0","0","0","30","100","15.0","0.0","0.0","0.1","0","0.0","0.0","0.0","0"
"182","500902","1","空中扫射","跳至空中并朝目标区域连续射击。空中射击时候可以控制移动。","[DD9B0F]对范围内所有敌人快速打击13次，每次造成42点伤害。释放期间获得200护甲。[-]","","500902","11020","2","0","11002","0","0","0","0","0","4","2","0","0","14000","700902","0","0","200","13","100","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"183","500902","2","空中扫射","跳至空中并朝目标区域连续射击。空中射击时候可以控制移动。","[DD9B0F]对范围内所有敌人快速打击13次，每次造成50点伤害。释放期间获得240护甲。[-]","","500902","11020","2","0","11002","0","0","0","0","0","4","2","0","0","14000","700902","0","0","200","13","100","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"184","500902","3","空中扫射","跳至空中并朝目标区域连续射击。空中射击时候可以控制移动。","[DD9B0F]对范围内所有敌人快速打击13次，每次造成58点伤害。释放期间获得280护甲。[-]","","500902","11020","2","0","11002","0","0","0","0","0","4","2","0","0","14000","700902","0","0","200","13","100","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"185","500902","4","空中扫射","跳至空中并朝目标区域连续射击。空中射击时候可以控制移动。","[DD9B0F]对范围内所有敌人快速打击13次，每次造成66点伤害。释放期间获得320护甲。[-]","","500902","11020","2","0","11002","0","0","0","0","0","4","2","0","0","14000","700902","0","0","200","13","100","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"186","500903","1","伺机待发","开枪命中敌人后有几率加速技能CD","[DD9B0F]减少技能冷却时间0.5秒。[-]","","500903","0","0","530909","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"187","500903","2","伺机待发","开枪命中敌人后有几率加速技能CD","[DD9B0F]减少技能冷却时间0.6秒。[-]","","500903","0","0","530909","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"188","500903","3","伺机待发","开枪命中敌人后有几率加速技能CD","[DD9B0F]减少技能冷却时间0.7秒。[-]","","500903","0","0","530909","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"189","500903","4","伺机待发","开枪命中敌人后有几率加速技能CD","[DD9B0F]减少技能冷却时间0.8秒。[-]","","500903","0","0","530909","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"190","500904","1","忍步","往前瞬闪一小段距离。可储存2次。","[DD9B0F]往前瞬闪6米距离。[-]","","500904","32191","2","0","11003","0","0","0","2","0","0","0","0","0","10000","700904","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
