$skill_id,$lv,name,intro,intro2
501101,3,Immobilizing Trap,Place an immobilizing trap at your current location,[DD9B0F]Enemies who enter the trap will be unable to move and for 3 seconds[-]
501101,4,Immobilizing Trap,Place an immobilizing trap at your current location,[DD9B0F]Enemies who enter the trap will be unable to move for 3.5 seconds[-]
501102,1,Hail of Arrows,"Unleash a hail of arrows onto the indicated area, strikes enemies 3 times","[DD9B0F]Unleash 3 volleys, each deals 200 damage[-]"
501102,2,Hail of Arrows,"Unleash a hail of arrows onto the indicated area, strikes enemies 3 times","[DD9B0F]Unleash 3 volleys, each deals 240 damage[-]"
501102,3,Hail of Arrows,"Unleash a hail of arrows onto the indicated area, strikes enemies 3 times","[DD9B0F]Unleash 3 volleys, each deals 280 damage[-]"
501102,4,Hail of Arrows,"Unleash a hail of arrows onto the indicated area, strikes enemies 3 times","[DD9B0F]Unleash 3 volleys, each deals 320 damage[-]"
501103,1,Poison Arrow,Each 3 seconds next basic attack gets additional poison effect,[DD9B0F]Deal 20 poison damage per second for 5 seconds[-]
501103,2,Poison Arrow,Each 3 seconds next basic attack gets additional poison effect,[DD9B0F]Deal 25 poison damage per second for 5 seconds[-]
501103,3,Poison Arrow,Each 3 seconds next basic attack gets additional poison effect,[DD9B0F]Deal 30 poison damage per second for 5 seconds[-]
501103,4,Poison Arrow,Each 3 seconds next basic attack gets additional poison effect,[DD9B0F]Deal 35 poison damage per second for 5 seconds[-]
501104,1,Daring Leap,"The first time this skill is triggered, roll directly ahead. The second time, shoot targets in the area multiple times.","[DD9B0F]On first use, roll directly forward. On second use, deal 282 damage to all enemies in range.[-]"
501104,2,Daring Leap,"The first time this skill is triggered, roll directly ahead. The second time, shoot targets in the area multiple times.","[DD9B0F]On first use, roll directly forward. On second use, deal 334 damage to all enemies in range.[-]"
501104,3,Daring Leap,"The first time this skill is triggered, roll directly ahead. The second time, shoot targets in the area multiple times.","[DD9B0F]On first use, roll directly forward. On second use, deal 386 damage to all enemies in range.[-]"
501104,4,Daring Leap,"The first time this skill is triggered, roll directly ahead. The second time, shoot targets in the area multiple times.","[DD9B0F]On first use, roll directly forward. On second use, deal 438 damage to all enemies in range.[-]"
501105,1,Immobilizing Trap,,
501105,2,Immobilizing Trap,,
501105,3,Immobilizing Trap,,
501105,4,Immobilizing Trap,,
501106,1,Daring Leap,,
501106,2,Daring Leap,,
501106,3,Daring Leap,,
501106,4,Daring Leap,,
505001,1,Mech Cannon,Mech Cannon,
505001,2,Mech Cannon,Mech Cannon,
505001,3,Mech Cannon,Mech Cannon,
505001,4,Mech Cannon,Mech Cannon,
505002,1,Mech Missile,Mech Missile,
505002,2,Mech Missile,Mech Missile,
505002,3,Mech Missile,Mech Missile,
505002,4,Mech Missile,Mech Missile,
505003,1,Flying Mech,Flying Mech,
505003,2,Flying Mech,Flying Mech,
505003,3,Flying Mech,Flying Mech,
505003,4,Flying Mech,Flying Mech,
505004,1,Self-Destruct,Self-Destruct,
505004,2,Self-Destruct,Self-Destruct,
505004,3,Self-Destruct,Self-Destruct,
505004,4,Self-Destruct,Self-Destruct,
505005,1,Pilot Mech,Pilot Mech,
505005,2,Pilot Mech,Pilot Mech,
505005,3,Pilot Mech,Pilot Mech,
505005,4,Pilot Mech,Pilot Mech,
520001,1,Exploding Oil Barrel,,
520002,1,Fire Stream,,
520003,1,Poison Trap,,
520004,1,Freeze Effect,,
520005,1,Gravity Plate,,
520006,1,Landmine (Not a Skill),,
520007,1,Snowball,,
520008,1,Flashlight,,
520009,1,Swamp,,
520010,1,Oil Pool,,
520011,1,Quicksand,,
520012,1,Ground Spike,,
521000,1,High Damage Grenade,The High Damage Grenade deals massive damage. Every enemy's nightmare,Use a grenade to attack the selected area. Deals 125 damage
521001,1,Flash Bang,The Flash Bang is useful for distracting enemies from your movements,Throws a Flash Bang to the selected area. Blinds enemies.
521002,1,Incendiary Grenade,,Use an incendiary grenade to attack the selected area. Blast deals damage multiple times
522000,1,Mini EXP,EXP item that appears on the ground. Provides a very small amount of EXP,
522001,1,Small EXP,Small EXP item that may drop after a hero has been killed,
522002,1,Medimum EXP,Medium EXP item that may drop after a hero has been killed,
522003,1,Large EXP,Large EXP item that may drop after a hero has been killed,
522004,1,Open a small grenade box,,
522005,1,Open a small Flash-bang box,,
522006,1,Open a small incendiary grenade box,,
522007,1,Open a healing box,,
522008,1,Open a large healing box,,
522009,1,Laya's Shield,,
522010,1,Speed-up item,,
523001,1,Generated Item (Deathmatch),,
523002,1,Generated Item (Non-Deathmatch),,
523003,1,Deathmatch Mode - Chest,,
523004,1,Breakable Grenade Box,,
523005,1,Breakable Health Box,,
523006,1,Non-Deathmatch Mode - Chest,,
523007,1,Hidden,,
523008,1,Slow Zone,,
523009,1,Breakable Health Box (Team Battle),,
524000,1,Target Shatter Effect,,
560101,1,Joan's Sniper Rifle,Sniper Rifle,
560102,1,Fox's Sniper Rifle,Fox's Sniper Rifle,
561201,1,Place C4,Place C4,
561202,1,Remove C4,Remove C4,
801001,1,Earth Crusher,,
801011,1,Whirlwind Blade,,
801021,1,Quad-Strike,,
801022,1,Quad-Strike,,
801023,1,Quad-Strike,,
801024,1,Quad-Strike,,
801031,1,Apocalyptic Quake,,
801041,1,Poison Mist,,
801051,1,Windblade,,
990000,1,Basic Attack,,
